"","Title","Genres","Review Rating"
"1","The Small Woman in Grey (2017)","Horror",9.5
"2","Hotel Inferno 2: The Cathedral of Pain (2017)","Action| Horror",9.5
"3","The Theta Girl (2017)","Action| Horror| Sci-Fi",9.6
"4","Flesh of the Void (2017)","Horror",9.5
"5","Bonehill Road (2017)","Horror",9.8
"6","The Carmilla Movie (2017)","Comedy| Horror| Romance",9.6
